follower_count,likes,comments,shares,saves,hashtag_count,post_type,hour_of_day,day_of_week,account_age_days,reach,reach_tier
1732,99,6,3,4,7,image,16,3,1953,1740,0
7973,97,6,4,10,4,reel,16,2,2045,4633,1
1000,44,2,1,2,3,image,16,3,1278,706,0
1000,25,1,1,2,2,image,12,6,3275,894,0
53447,2647,207,110,134,22,reel,2,2,1560,66419,2
3499,209,5,2,15,18,video,21,2,2202,5568,1
1101,52,2,0,4,28,reel,17,2,2691,3986,0
12246,874,32,31,45,30,video,8,4,3011,8728,1
3164,77,2,2,4,19,reel,12,0,1342,3656,0
3472,86,4,4,4,16,image,1,4,156,2164,0
30662,1059,37,10,41,28,image,17,5,2428,11782,1
1001,12,0,0,0,29,image,9,6,394,2817,0
1588,45,1,1,3,5,image,20,3,2930,1192,0
10692,161,6,7,6,18,reel,5,3,3635,5673,1
46394,4862,155,138,302,23,video,16,6,235,73549,2
75258,5141,379,150,368,27,image,8,5,109,57478,2
2447,27,1,1,3,12,image,11,3,2745,2233,0
43795,2768,188,78,235,19,video,7,2,2589,46157,2
1975,65,3,2,7,15,image,20,6,3449,3154,0
216896,11304,254,542,872,19,reel,4,2,495,245862,2
1052,41,2,0,4,20,reel,17,6,321,4343,1
88544,3122,71,65,120,18,reel,0,3,1364,56663,2
2485,90,3,4,7,24,image,18,3,325,3779,0
303714,4376,231,118,270,2,video,11,3,3300,66413,2
23491,1174,78,12,112,1,video,21,5,2258,27136,2
1301,100,7,3,10,25,reel,9,5,2456,4445,1
3165,71,2,2,6,12,image,3,0,2479,1935,0
33061,1348,80,26,51,11,reel,16,5,1904,43621,2
53893,4277,206,167,367,23,video,11,0,1703,42364,2
7134,491,32,9,47,16,image,1,5,817,10850,1
8781,310,23,4,10,16,image,2,4,3417,6816,1
31730,413,21,8,18,28,image,11,4,2025,18945,2
10272,500,18,15,45,10,reel,17,0,488,6737,1
1000,44,2,1,2,8,image,23,5,635,1272,0
1875,62,3,1,2,1,image,10,4,459,606,0
12372,520,37,22,57,29,image,22,4,3277,6332,1
72248,749,40,9,86,0,image,17,1,67,43993,2
148563,9090,692,226,578,12,video,12,5,3386,90125,2
32963,657,13,18,78,13,image,2,1,3006,19172,2
13590,296,19,12,31,28,video,20,3,534,10718,1
31190,1491,60,51,119,14,image,14,2,356,28734,2
2440,237,14,9,23,0,image,18,2,3395,2548,0
6149,255,19,6,29,7,video,2,6,2214,4132,1
1838,130,7,6,12,15,reel,22,5,3360,5518,1
1000,41,2,1,2,24,image,8,4,3396,2623,0
14770,518,15,24,24,1,image,9,4,69,5716,1
11315,97,2,1,6,22,image,12,5,220,5275,1
27938,990,53,10,46,5,image,0,5,2901,14786,2
21655,1388,63,48,44,5,image,16,5,455,12788,2
12541,439,11,13,31,4,reel,6,0,3018,13241,2
22068,432,27,17,25,5,image,12,5,3184,17233,2
7503,814,50,11,31,19,image,12,2,1795,6812,1
17038,610,15,20,66,26,reel,17,1,1035,10191,1
2192,112,2,2,4,2,reel,19,1,3619,1642,0
15763,439,18,13,38,28,image,4,6,1559,11182,1
26988,589,34,9,47,6,reel,19,5,901,20680,2
2427,83,6,3,9,30,video,15,2,2131,4871,1
8895,267,12,4,14,25,reel,21,6,1249,13952,2
2637,125,3,4,6,21,image,9,3,2624,2990,0
3140,22,1,0,1,15,video,13,5,3599,2703,0
1069,41,1,0,3,28,reel,3,5,696,4996,1
79094,2115,123,63,217,14,reel,8,1,934,34509,2
55173,2878,128,33,131,4,video,20,5,3193,56691,2
21319,968,72,30,55,10,image,18,6,3063,20554,2
282081,27352,1703,475,832,4,reel,23,3,2833,279281,2
5763,183,3,7,17,8,image,20,2,555,5880,1
1899635,44543,1887,1992,2641,1,image,5,3,358,1244899,2
5380,385,11,15,19,14,image,7,5,1114,6819,1
12827,395,14,4,33,16,reel,3,2,421,11078,1
3960,202,8,6,10,15,video,12,0,1758,4613,1
15838,181,9,2,6,6,reel,18,0,2590,12708,2
36464,1963,133,51,100,8,video,19,5,2640,30052,2
6600,230,5,10,24,17,image,23,4,1741,5207,1
198410,9814,456,114,820,10,reel,8,1,1359,235856,2
12462,391,27,7,28,0,image,10,4,1668,8530,1
13185,786,36,33,58,22,image,13,2,2595,8567,1
1577,21,1,0,2,16,reel,18,3,817,3247,0
17210,375,25,7,12,5,reel,23,1,34,12352,2
6366,596,37,28,26,27,reel,3,0,2609,12868,2
2711,135,6,2,14,7,image,8,6,2328,3366,0
2002,155,12,6,12,22,reel,5,3,443,5019,1
993683,11547,256,197,1380,1,video,5,6,2205,253727,2
5042,159,3,7,14,11,image,3,0,1381,3800,0
1000,60,2,2,5,7,image,14,2,3324,1343,0
2305,46,1,0,3,2,image,15,3,2645,817,0
7384,207,6,10,6,13,image,10,0,1770,5281,1
21676,285,8,4,31,7,video,14,5,3580,9868,1
21996,975,60,43,75,7,image,16,6,2566,19436,2
27389,1289,58,48,39,15,reel,15,1,798,37909,2
2538,82,5,1,4,27,reel,22,6,2276,5273,1
14954,592,20,18,36,7,image,4,6,2332,10884,1
1674,33,1,0,1,4,reel,22,2,2934,2033,0
2656,136,4,4,4,24,reel,1,4,262,4828,1
1553,45,0,1,2,12,reel,0,3,3301,3308,0
1000,25,1,0,2,28,reel,12,1,996,4220,1
55026,2944,84,126,244,21,image,11,1,1878,50575,2
27987,972,59,45,57,5,reel,12,1,379,23602,2
47004,2910,178,91,110,23,image,23,6,624,25993,2
8697,317,19,11,30,0,reel,10,0,3037,9070,1
32802,988,54,15,93,14,video,20,3,2727,33889,2
1000,12,0,0,0,2,video,16,6,1543,356,0
38313,869,21,38,103,23,image,1,3,310,24774,2
11145,621,47,29,33,24,image,10,0,3257,6071,1
25054,876,20,36,46,29,image,3,2,651,10594,1
16059,651,32,14,37,1,image,20,4,175,10951,1
1371,65,4,1,7,26,image,8,0,890,3020,0
1000,30,1,0,3,23,image,18,5,2558,3375,0
2249,132,9,1,11,26,reel,1,4,1100,5398,1
22400,261,14,8,19,12,reel,8,1,1892,14803,2
28061,614,44,15,36,20,video,19,5,458,22841,2
1000,14,0,0,0,13,reel,21,2,2541,2386,0
1385,133,7,4,7,21,video,0,2,3531,3242,0
2204,62,1,1,6,22,reel,11,2,3530,4292,1
4259,131,2,5,11,9,reel,21,2,3307,7848,1
1000,34,2,0,2,9,reel,11,5,3552,1859,0
1000,25,1,0,2,30,image,7,0,3079,3045,0
1845,125,8,3,5,25,reel,17,6,3038,5991,1
9464,150,9,2,5,1,reel,19,5,2770,4898,1
1000,39,2,0,2,2,image,22,6,792,538,0
6578,113,5,2,13,24,image,21,4,689,4184,1
54469,2543,103,27,81,22,reel,0,0,2779,49832,2
1000,34,2,0,1,6,reel,19,5,1052,1527,0
5588,81,4,2,4,28,video,4,4,3496,4790,1
51254,1915,61,82,227,0,image,20,3,2458,38236,2
3816,208,9,3,12,5,image,19,4,1283,3233,0
2885,50,1,1,4,17,image,5,2,1931,2490,0
65794,3551,236,39,382,17,reel,10,6,1295,50761,2
4669,203,7,2,18,6,image,18,6,853,4185,1
59165,5586,320,135,212,19,image,20,4,1760,43489,2
17538,494,31,14,21,26,video,20,6,2191,9282,1
4371,59,4,2,3,4,video,8,3,2546,3775,0
19214,1043,47,42,106,24,reel,1,1,1296,27576,2
14426,761,55,35,77,16,image,23,3,927,12653,2
50898,1811,108,83,82,27,image,20,6,581,55390,2
3019,127,2,1,8,7,image,5,5,602,1465,0
8726,201,8,2,8,21,video,13,0,2128,7510,1
7253,468,20,13,33,23,image,22,4,1067,5830,1
28780,607,16,20,38,11,video,7,5,2254,9782,1
1280,156,7,5,18,17,image,18,0,2367,2595,0
50541,1378,37,40,89,22,image,11,3,3044,38548,2
18758,475,33,23,16,12,image,23,6,182,12919,2
1000,35,1,1,2,20,reel,9,2,3281,3462,0
71315,3026,93,143,337,23,reel,3,4,3388,82436,2
451968,8053,451,398,509,7,video,22,2,1672,134495,2
49182,996,71,27,103,22,image,8,1,2048,25197,2
105722,4234,322,64,285,18,image,6,2,3353,32776,2
9449,715,52,16,58,6,image,4,3,414,4251,1
1000,30,2,0,2,26,reel,9,2,3511,3989,0
1000,40,1,1,4,0,image,19,1,2648,381,0
12824,966,48,46,78,18,image,8,6,2600,14579,2
2791,47,1,0,3,7,reel,6,4,1068,3305,0
1562,149,11,1,14,21,video,10,4,3650,3698,0
7237,496,12,21,17,27,image,12,3,2805,8469,1
24539,1710,91,55,93,20,image,19,2,3440,18287,2
1000,16,0,0,0,12,image,4,6,3217,1569,0
3612,106,7,2,8,19,video,7,2,2448,3732,0
122733,3235,130,52,339,6,reel,16,0,1853,55289,2
1169,8,0,0,0,2,image,10,3,1412,940,0
38776,427,32,5,30,11,image,17,3,698,20682,2
3386,48,1,1,1,19,image,10,2,176,3023,0
21642,530,34,7,62,11,image,2,1,1740,8700,1
58406,1473,60,42,83,3,reel,20,3,2173,78365,2
30770,2493,110,104,103,14,image,16,0,2098,22355,2
41626,237,8,2,24,26,reel,3,2,1742,14379,2
1019,56,3,2,6,13,image,3,5,1332,1523,0
60149,780,31,11,44,14,reel,8,4,1506,42939,2
1746,56,3,2,4,9,video,22,5,2815,1966,0
12928,743,49,14,74,14,video,7,1,3408,7238,1
12898,215,9,9,6,9,reel,21,6,1012,10521,1
19403,184,3,1,21,29,video,11,1,2382,6749,1
14861,201,4,5,11,24,reel,4,4,3076,11031,1
1774,49,1,2,3,21,video,2,6,1484,3460,0
1000,58,4,0,2,20,reel,8,1,1614,3529,0
38957,2596,113,104,88,10,image,5,0,2030,23047,2
11321,181,11,7,7,21,video,14,2,2153,11939,1
64143,3808,290,86,224,29,reel,23,0,3358,46209,2
7476,245,9,3,27,5,video,19,4,232,6980,1
1000,10,0,0,0,26,reel,7,5,3005,4205,1
46121,2034,144,93,120,30,reel,22,4,790,44897,2
4160,155,8,2,10,1,image,23,1,1355,1659,0
14997,1213,32,53,65,2,video,10,0,1618,14624,2
2526,276,18,11,23,15,reel,11,2,1863,5430,1
156332,6350,471,210,480,21,image,11,6,2705,64867,2
1672,119,7,4,7,16,image,9,2,634,2346,0
4414,100,6,1,9,23,image,3,6,3547,4004,1
9832,626,40,18,40,25,reel,21,6,3048,16000,2
1134,38,2,1,3,8,reel,8,5,292,1797,0
14690,1041,36,42,87,16,reel,2,1,2064,14010,2
147478,3550,265,73,171,2,image,23,1,3422,76967,2
3351,41,1,1,1,3,video,2,0,162,2734,0
16502,978,68,18,51,22,image,22,2,1145,14403,2
1000,14,0,0,1,27,reel,3,3,1693,4588,1
7554,63,3,1,6,17,reel,9,4,3588,3674,0
4612,94,6,1,11,22,video,12,0,2048,4054,1
1856,70,4,2,6,29,image,5,2,191,3718,0
56761,822,24,18,92,2,reel,13,2,2330,29100,2
4504,114,6,4,7,22,reel,13,2,1872,6791,1
5887,204,6,9,17,19,reel,20,4,2170,8654,1
4109,330,8,9,21,28,video,10,4,2845,7062,1
1000,12,0,0,1,9,image,21,6,377,1198,0
1056,129,10,6,15,19,image,18,0,1299,2455,0
45705,1440,113,17,139,26,image,19,1,509,39054,2
1000,26,1,0,2,15,reel,15,0,3556,2370,0
2039,65,4,1,7,8,image,4,1,3383,1439,0
3946,250,8,11,9,29,video,15,0,3378,4478,1
186935,7033,235,161,515,4,reel,17,2,977,201466,2
32321,2384,148,115,228,25,image,8,1,1229,35984,2
2972,22,1,1,1,25,video,15,3,1716,3447,0
84806,715,46,34,56,1,reel,14,3,44,45243,2
2136,145,3,6,9,10,video,15,4,3149,3002,0
49830,1267,52,50,63,18,video,16,5,664,27125,2
1000,42,0,2,4,3,reel,16,0,2507,1118,0
55930,6650,446,125,638,4,image,15,1,147,65755,2
3900,144,5,6,12,10,reel,7,5,515,6971,1
1272,88,4,1,3,29,reel,16,2,2491,5044,1
5481,129,7,3,5,13,image,3,6,246,2015,0
13349,648,12,16,44,20,image,21,0,540,9582,1
3325,41,1,2,1,18,image,19,0,772,2590,0
21963,1525,97,34,66,13,reel,6,3,1767,26229,2
2837,238,8,7,8,2,image,1,3,812,2212,0
24752,2291,124,80,129,29,image,3,0,708,17833,2
17961,260,20,9,8,16,reel,16,3,712,22884,2
7261,474,12,7,45,10,video,0,2,3169,10223,1
3661,301,10,9,25,13,video,2,4,2980,4596,1
10644,222,13,7,16,13,reel,16,5,1096,13407,2
21817,1242,69,57,147,30,image,11,4,2370,21323,2
331452,12770,1004,616,936,12,reel,8,6,2556,476261,2
43956,157,3,3,16,30,video,6,3,925,26992,2
46947,930,67,17,43,4,image,12,2,2151,10432,1
2103939,66056,3257,2467,3555,6,image,7,0,244,1390157,2
20511,343,11,10,20,4,reel,1,1,1389,13009,2
19387,146,7,5,17,29,video,10,2,2199,9025,1
28773,1066,47,46,119,18,reel,22,5,2781,41684,2
1317,11,0,0,0,15,video,12,3,1377,1977,0
3644,70,2,3,7,2,reel,14,4,444,4906,1
3258,266,9,5,13,5,image,7,0,2598,1964,0
25996,236,12,11,19,28,reel,2,2,2604,28011,2
5922,253,6,6,11,29,image,17,5,397,6806,1
10392,183,4,8,14,10,image,9,6,679,4545,1
57378,1191,47,21,59,22,video,1,2,1034,51010,2
38317,1466,91,45,121,9,image,7,3,326,25645,2
6056,132,10,1,9,29,image,0,1,2871,4333,1
2426,51,1,2,4,4,image,20,6,3534,2747,0
62535,4997,391,238,222,2,reel,23,0,3080,101422,2
32630,3539,216,154,267,10,reel,21,6,652,68206,2
1000,36,2,1,2,5,reel,19,4,1006,1259,0
4611,210,10,3,9,21,image,18,6,988,5807,1
10915,352,16,17,26,28,image,11,1,1699,6515,1
32921,931,62,22,39,29,image,9,0,66,21412,2
41696,857,45,30,58,30,reel,1,1,840,17662,2
13507,129,9,2,7,5,reel,22,1,2481,13176,2
23235,557,40,24,43,1,image,0,1,2416,12799,2
9094,143,7,3,10,5,video,6,2,2781,6048,1
2409,82,4,2,3,23,image,10,1,1561,3478,0
5063,205,9,2,11,4,video,15,5,104,2505,0
8384,179,10,5,14,21,reel,23,1,3574,9333,1
7612,237,14,4,24,17,video,12,2,1902,8261,1
1000,20,1,0,0,24,video,19,5,3331,3584,0
3962,178,4,7,6,3,image,10,1,3100,2488,0
8965,521,40,25,52,13,image,23,2,474,5648,1
4883,86,3,2,5,2,image,4,2,2880,2964,0
5196,119,4,4,6,0,reel,9,3,2375,2106,0
19504,751,24,21,38,23,video,5,2,2940,8520,1
1161,14,0,0,1,17,image,6,4,2578,2008,0
1000,40,1,0,3,24,video,19,5,276,4416,1
4329,86,1,1,3,2,image,17,3,408,1629,0
32061,331,9,8,22,9,image,16,6,1054,19680,2
168990,4412,89,131,235,4,image,2,4,768,109639,2
33117,1788,54,81,80,18,reel,22,2,1916,23210,2
1000,40,3,0,4,17,image,22,1,3622,1836,0
5333,130,6,4,9,23,reel,16,0,1879,10119,1
12860,1032,24,22,95,2,image,9,0,1254,12058,1
11155,187,10,2,20,1,image,1,5,2773,4951,1
21391,483,27,23,23,26,reel,10,5,1789,24833,2
1555,27,1,1,1,19,image,2,3,3360,2061,0
9107,441,17,21,23,3,reel,15,1,1597,11228,1
17267,1284,76,33,120,8,video,17,3,2625,18844,2
35818,3244,92,130,208,12,image,1,3,324,27021,2
1900,39,1,1,2,12,reel,6,2,1774,2151,0
4353,65,5,2,2,22,image,15,3,1588,2559,0
1000,47,2,0,1,11,image,5,3,2167,1367,0
2647,43,1,0,2,18,reel,20,0,2808,4045,1
3152,254,8,4,11,22,image,9,0,43,3397,0
1293,27,1,1,2,3,reel,16,0,1134,1441,0
10917,357,9,14,41,14,image,17,4,1661,9521,1
7326,401,16,14,45,7,reel,14,6,2377,11865,1
1000,26,1,0,1,23,image,15,6,441,2568,0
11943,696,23,28,38,4,image,13,4,2572,8206,1
1523,47,2,0,3,9,reel,4,6,2678,2776,0
19423,1056,28,48,41,19,reel,7,2,1978,25953,2
1000,50,2,1,5,16,reel,21,5,2859,4332,1
8552,623,13,24,56,1,video,8,3,1892,9880,1
4867,445,34,7,24,28,video,23,2,3649,6683,1
13982,189,10,4,18,2,image,13,4,212,8385,1
10142,257,6,7,13,13,video,19,6,1705,7011,1
5118,188,5,5,18,1,image,5,3,2646,2978,0
1000,45,2,0,2,17,image,4,4,345,2280,0
1000,48,3,1,5,10,image,9,1,2448,1354,0
2832,27,1,0,3,20,reel,19,3,532,6163,1
7983,131,3,6,7,19,image,16,4,2208,6217,1
2711,121,6,3,9,28,image,12,1,3316,3719,0
24968,2070,75,57,106,1,video,4,5,910,16213,2
4902,132,3,4,13,19,image,0,5,739,3019,0
1426,25,1,1,1,10,image,3,5,2246,1762,0
4911,427,27,5,50,18,image,16,5,1344,6269,1
12167,792,32,30,86,29,image,22,4,2898,11394,1
14541,284,6,13,15,25,reel,23,3,513,5696,1
238251,6852,186,188,279,30,video,18,6,2890,126394,2
2430,133,7,1,11,30,image,10,2,2995,3958,0
7099,373,19,7,21,24,image,17,0,2742,4626,1
17448,169,10,8,8,27,video,1,2,1120,9891,1
7768,495,26,7,39,21,image,8,2,2654,7652,1
3290,285,14,3,22,3,image,5,4,1378,2299,0
1000,2,0,0,0,27,video,23,0,1579,2987,0
3230,70,5,3,3,20,video,13,1,2718,3133,0
1173,73,5,2,3,26,image,22,6,3384,3761,0
1000,29,1,0,1,10,image,18,3,2193,1775,0
1934,44,2,1,4,18,reel,17,3,3564,3319,0
1230,73,1,3,5,12,image,4,0,2186,1709,0
23174,521,11,11,37,0,image,1,0,3057,12826,2
23907,1046,40,17,123,20,reel,5,5,213,31929,2
1592,47,3,2,5,9,image,19,4,744,1724,0
5072,75,5,3,2,4,video,22,2,820,4354,1
1000,22,1,0,2,6,reel,16,2,1187,1323,0
3328,86,5,3,4,21,image,21,3,1027,2809,0
16616,262,5,8,24,22,image,1,5,2560,5055,1
35770,1333,101,63,60,9,video,21,6,3632,52003,2
2245,80,2,1,3,10,image,2,3,657,1309,0
53816,3899,299,107,446,25,image,4,2,843,48498,2
1000,35,0,1,2,14,reel,19,2,3385,3474,0
1000,15,0,0,0,11,image,22,3,1381,1342,0
29067,1455,78,34,160,26,reel,3,2,2559,30008,2
164065,1595,42,60,89,1,video,8,2,727,51991,2
19696,2142,46,73,76,21,video,19,3,3287,24948,2
7535,266,15,5,17,18,image,12,5,1746,5664,1
1000,9,0,0,0,12,video,9,1,3190,1698,0
1000,32,1,1,2,23,video,10,3,30,2997,0
10228,336,17,11,24,8,image,7,1,2000,6513,1
4253,157,8,4,11,19,reel,23,3,2939,6554,1
1107,49,1,0,3,7,reel,12,0,545,1338,0
9117,436,20,6,27,24,image,6,3,3226,5659,1
9969,305,17,13,11,12,image,21,4,2864,9711,1
44353,1302,95,55,57,24,reel,22,4,1805,55200,2
10361,184,8,6,17,17,image,1,4,3335,8325,1
73947,4136,256,135,425,1,reel,23,3,3090,112460,2
8220,269,13,4,17,19,image,23,4,682,6927,1
6583,165,10,4,9,0,image,22,3,48,4642,1
55037,1765,118,51,149,22,image,3,6,901,55574,2
1392,130,6,3,4,6,image,8,4,1613,1710,0
1284660,80093,1895,1576,6508,30,reel,20,2,2504,1606082,2
15922,580,42,8,41,6,image,9,4,646,6043,1
16082,1070,59,50,74,14,reel,10,2,1106,26424,2
20851,462,25,14,13,17,image,4,4,1443,12328,2
237719,11013,556,490,1264,4,reel,10,2,1932,307464,2
33742,674,20,24,30,7,video,11,3,1558,10523,1
1000,43,2,1,1,30,image,9,4,1584,2757,0
101341,15687,819,292,1015,11,reel,5,6,2488,151864,2
4386,83,3,1,8,23,image,2,3,2444,4670,1
9826,149,4,5,14,14,video,15,4,2934,8069,1
1000,29,1,0,2,6,image,1,6,3481,1197,0
20892,901,42,12,71,18,image,20,5,3440,16082,2
2508,42,2,1,2,4,image,1,0,3135,691,0
9704,401,9,6,12,30,image,22,3,1115,8833,1
4859,106,5,1,5,20,reel,13,4,2480,5740,1
259113,6027,147,297,391,21,reel,10,2,2525,131859,2
287238,3970,254,127,317,0,reel,20,1,2487,351901,2
8810,593,32,13,52,8,reel,10,3,3062,7377,1
9092,246,11,3,29,11,video,3,1,2852,4940,1
4137,53,4,2,4,10,reel,12,4,1478,4204,1
59326,4280,169,204,387,3,video,11,4,832,49367,2
4482,141,6,2,16,1,reel,21,2,2060,6545,1
3795,63,4,1,3,18,image,12,4,2173,4703,1
47167,2167,111,77,153,13,video,1,5,2516,32323,2
3075,269,16,3,25,7,image,8,1,229,2605,0
7570,232,18,7,18,18,image,7,2,316,5361,1
1000,48,2,0,5,30,image,5,4,2666,2807,0
28783,1816,52,34,147,29,reel,4,4,2280,43388,2
266614,18463,601,630,2086,27,video,1,4,2663,176643,2
29679,1505,108,33,65,8,image,18,2,1995,15163,2
112559,2515,57,80,257,5,reel,9,0,3010,50741,2
1766,205,10,4,10,7,reel,9,3,1147,2629,0
12399,159,11,4,5,9,reel,10,2,1938,4806,1
1483,18,1,0,0,0,image,23,2,3632,628,0
5377,293,7,8,24,9,image,16,5,3562,6023,1
32532,698,44,20,39,17,reel,23,2,325,33823,2
9732,997,42,29,42,7,image,14,6,487,7138,1
1000,14,1,0,1,30,image,21,4,3472,3229,0
1000,29,1,1,2,26,image,22,1,2120,2718,0
1000,20,1,0,1,11,reel,12,1,2338,1862,0
19626,865,17,12,67,12,image,11,4,76,9488,1
332704,6740,235,223,724,15,reel,22,1,244,240025,2
94129,6595,295,266,627,10,reel,17,6,2549,153115,2
1000,59,3,0,4,1,reel,9,2,684,818,0
104603,4134,211,124,430,11,image,7,0,2854,31942,2
43718,1119,79,39,120,17,image,9,1,2861,15875,2
1000,51,1,1,3,7,video,6,5,3491,1809,0
4694,278,10,10,12,6,reel,11,1,739,3512,0
58217,4061,226,96,163,16,image,16,3,1400,34703,2
21824,889,52,31,77,0,image,16,5,199,12007,1
1000,24,1,0,2,22,video,1,6,1973,2523,0
24326,1430,62,68,47,21,video,1,1,2011,33494,2
1000,29,0,1,2,29,image,15,5,397,3571,0
5425,228,14,5,10,4,image,12,4,3645,3452,0
62838,2520,187,97,196,24,image,1,1,2128,40057,2
8375,508,34,21,54,3,image,23,3,1403,5235,1
3300,325,20,8,32,23,image,23,0,2907,5900,1
40167,1730,100,42,203,7,video,1,1,1630,32273,2
46842,4152,275,66,305,25,image,0,6,2656,37607,2
85654,1166,77,43,104,4,image,2,2,2832,39344,2
39097,2112,43,58,234,25,image,15,2,3008,26735,2
56753,5149,213,78,477,19,image,22,0,2198,43867,2
30310,621,44,20,72,1,video,9,2,1101,24025,2
13068,138,9,6,7,8,video,19,0,1008,7649,1
9519,259,16,3,10,14,video,5,5,3605,10843,1
5286,260,10,7,11,20,image,0,2,2012,5070,1
1000,85,5,4,9,22,image,11,6,2038,2890,0
1451,9,0,0,0,16,video,10,5,1696,2689,0
4877,72,2,1,7,21,image,23,5,2081,2884,0
12514,1347,70,22,96,10,image,7,2,89,12390,2
108386,6769,367,181,624,10,reel,10,6,2241,73151,2
7515,247,10,5,23,5,image,4,3,419,2399,0
49328,1394,78,40,95,20,image,9,0,2034,21284,2
56543,1404,87,47,60,20,image,1,0,2220,15275,2
5342,158,4,6,13,28,image,8,6,3454,6574,1
23634,1176,43,41,136,16,reel,5,6,568,38559,2
5227,21,1,0,0,19,reel,9,4,3206,3347,0
87539,3521,266,138,177,22,image,15,2,2814,28036,2
25451,1155,84,35,125,27,image,18,4,2799,29458,2
1000,30,0,0,1,15,image,7,1,1808,1444,0
10837,452,24,19,13,23,video,20,6,3079,18033,2
157408,12734,866,491,1388,24,video,7,2,341,156550,2
5847,112,3,2,11,18,image,1,2,1788,4341,1
18140,149,8,2,7,17,reel,6,6,3476,6713,1
21646,1785,81,64,208,20,reel,5,6,2172,27953,2
1253,36,2,0,3,25,video,2,4,3065,3694,0
20318,1251,27,51,50,17,reel,15,0,2088,20205,2
1000,26,1,0,1,17,image,14,0,2343,2147,0
2627,88,3,2,9,6,image,7,3,2609,1946,0
56179,1883,84,41,169,29,image,17,1,2729,34413,2
15400,1120,30,32,92,1,image,5,1,1602,14064,2
4684,99,4,4,6,26,image,23,5,2438,4195,1
18099,735,38,15,38,11,reel,8,2,1264,24435,2
7272,711,15,8,60,7,reel,5,5,76,12077,1
8288,639,24,8,28,7,video,17,4,400,11725,1
26430,485,14,6,49,22,video,3,0,2277,7338,1
2187,43,3,1,2,8,image,23,0,2167,2056,0
8713,537,14,7,21,4,image,16,2,915,6261,1
4618,245,14,6,8,14,image,4,0,1632,4506,1
1000,15,0,0,1,28,video,7,0,3462,4135,1
1545,47,1,2,3,26,video,23,3,2975,3116,0
136321,7282,518,137,479,10,video,12,0,1511,136669,2
16195,436,26,19,33,20,reel,13,6,2002,16553,2
1000,42,2,2,3,14,image,17,0,2581,1651,0
1000,12,0,0,1,12,image,6,6,2619,1383,0
6621,534,18,21,32,0,image,10,3,569,4422,1
134609,9741,356,285,456,4,reel,10,3,1045,163739,2
5789,223,10,2,24,26,image,8,0,1742,4510,1
85186,1485,111,71,108,29,image,7,5,3299,35015,2
15267,1091,48,52,89,29,reel,10,4,407,14451,2
18925,106,4,2,4,29,image,18,3,2649,7384,1
1000,16,0,0,1,14,image,10,2,1501,1540,0
43806,1323,57,16,151,2,image,2,3,1486,20051,2
4434,105,2,3,7,5,image,0,2,2059,1265,0
38313,2092,87,98,66,24,video,0,6,746,28728,2
1871,19,1,0,0,21,reel,4,6,2320,4449,1
11144,235,12,8,13,30,image,18,3,1813,6647,1
15269,483,15,20,35,9,video,14,2,1462,6540,1
6140,116,4,2,7,12,image,8,5,560,1957,0
16784,99,5,3,8,29,reel,0,0,605,16116,2
5016,436,9,12,23,28,image,7,3,767,6585,1
2519,54,3,0,2,9,image,6,2,2418,1548,0
145782,7987,436,241,939,29,image,11,4,1448,70834,2
53536,2903,143,39,160,17,reel,10,3,73,62358,2
2059,64,4,2,7,30,image,4,5,3194,3746,0
22543,763,24,17,62,1,image,10,3,2958,12926,2
2128,89,1,3,3,17,image,2,1,2566,2579,0
1000,53,3,1,4,30,reel,1,3,2475,5633,1
52096,3636,107,172,431,29,image,22,5,2396,27306,2
1000,68,1,2,7,17,reel,21,2,2833,3714,0
42973,1598,121,62,91,1,image,23,3,3384,19334,2
5141,378,25,8,14,30,image,2,3,3555,5759,1
5537,364,9,10,26,4,image,16,3,1074,5735,1
16942,1092,80,43,42,9,image,21,6,1214,16905,2
23066,219,5,8,12,27,image,9,6,634,17005,2
1830,88,5,3,9,16,image,23,2,1958,2118,0
29492,1129,50,11,100,7,image,23,4,1529,10349,1
9937,490,25,5,49,0,image,4,3,2320,9218,1
1000,34,2,0,2,5,video,20,4,2271,1439,0
5968,195,5,2,8,23,image,1,5,2151,6265,1
97372,4229,314,173,184,22,image,3,5,87,52762,2
165689,9221,263,293,912,5,reel,2,2,2324,97755,2
29472,2783,212,84,191,27,video,23,6,556,33727,2
1000,58,1,0,4,13,video,20,0,3440,2236,0
19596,675,20,27,31,21,image,6,4,162,14916,2
37479,324,7,4,20,20,reel,23,3,1782,16874,2
29919,1565,68,29,65,3,image,3,3,1459,13940,2
33286,592,32,25,28,2,image,14,3,3150,19328,2
15582,1150,66,43,126,19,image,20,4,64,12774,2
7112,177,12,2,16,24,reel,22,6,2315,6538,1
2710,140,7,1,14,29,image,5,1,3013,3616,0
1000,81,4,2,8,24,image,18,5,2863,3556,0
14933,581,22,19,48,18,image,16,6,1087,6998,1
11326,662,39,13,37,16,image,13,5,1217,10280,1
22106,149,11,4,11,12,image,19,4,797,20949,2
1000,101,4,2,3,18,image,21,2,1221,2659,0
25874,1835,75,61,190,29,reel,3,1,1569,27413,2
327152,8374,339,326,856,2,image,11,1,3416,120595,2
9332,349,11,15,26,14,video,5,2,3258,7848,1
7251,587,31,10,37,13,image,9,3,3046,6071,1
14132,549,14,7,24,9,image,9,1,1492,11049,1
